Trait,Chromosome,Marker,Position(cM),LOD(H0:H1),R2(H0:H1),TR2(H0:H1),Additive(H1),S1
3,6,67,11.13,0.013401,2.7e-4,0.509845,-0.07887,3.485753
3,6,72,11.6,0.011786,2.38e-4,0.509813,-0.074051,3.488069
3,6,74,11.74,1.03e-4,2e-6,0.509577,-0.006883,3.53494
3,6,75,11.88,8.14e-4,1.6e-5,0.509591,0.019332,3.565573
3,6,78,12.33,0.037354,7.53e-4,0.510327,0.131434,3.749876
3,6,78,13.33,0.052156,0.001084,0.510658,0.157205,3.794397
3,6,78,14.33,0.067936,0.001407,0.510982,0.178777,3.827576
3,6,80,15.1,0.079758,0.00162,0.511194,0.191541,3.841686
3,6,80,16.1,0.065949,0.001344,0.510918,0.174692,3.808904
3,6,80,17.1,0.053195,0.001078,0.510652,0.156811,3.773638
3,6,81,17.59,0.04715,9.51e-4,0.510525,0.147486,3.755561
3,6,81,18.59,0.016296,3.43e-4,0.509918,0.088956,3.654587
3,6,82,19.24,0.004322,8.7e-5,0.509662,0.044939,3.592141
3,6,82,20.24,0.004322,8.7e-5,0.509662,0.044942,3.592141
3,6,89,20.36,0.080277,0.001618,0.511193,0.19379,3.423645
3,6,91,20.74,0.02462,4.97e-4,0.510072,0.108193,3.481299
3,6,93,21.74,0.038682,7.8e-4,0.510355,0.135745,3.477985
3,6,93,22.74,0.019148,4.2e-4,0.509995,0.099484,3.474101
3,6,93,23.74,0.005035,1.07e-4,0.509682,0.050232,3.497533
3,6,95,24.21,0.002154,4.4e-5,0.509618,0.032078,3.511224
3,6,96,24.33,0.013802,2.78e-4,0.509853,0.082257,3.484664
3,6,96,25.33,0.004203,8.7e-5,0.509661,0.046331,3.514513
3,6,96,26.33,9.9e-5,2e-6,0.509576,0.007191,3.537984
3,6,97,26.71,1.2e-4,3e-6,0.509577,-0.007947,3.54511
3,6,97,27.71,0.001567,3.2e-5,0.509607,-0.028703,3.55506
3,6,100,28.33,0.023638,4.76e-4,0.510051,-0.115456,3.642494
3,6,100,29.33,0.027828,5.67e-4,0.510142,-0.125617,3.655199
3,6,100,30.33,0.032336,6.63e-4,0.510237,-0.13547,3.668445
3,6,100,31.33,0.037129,7.61e-4,0.510335,-0.144902,3.682138
3,6,100,32.33,0.042172,8.59e-4,0.510433,-0.153812,3.696169
3,6,102,33.34,0.197243,0.003974,0.513548,-0.329126,4.006265
3,6,103,34.25,0.076876,0.001548,0.511122,-0.209233,4.356606
3,6,105,35.02,0.028642,5.77e-4,0.510152,-0.12401,4.037277
3,6,106,35.93,0.028601,5.76e-4,0.510151,-0.123915,4.036952
3,6,106,36.93,0.024619,4.98e-4,0.510072,-0.11447,4.003887
3,6,106,37.93,0.02097,4.23e-4,0.509997,-0.105006,3.970073
3,6,108,38.05,0.020589,4.15e-4,0.509989,-0.103968,3.966328
3,6,116,38.98,0.003772,7.6e-5,0.509651,-0.044326,3.734737
3,6,116,39.98,0.010317,2.1e-4,0.509784,-0.073666,3.852999
3,6,116,40.98,0.020025,4.04e-4,0.509978,-0.102552,3.961266
3,6,119,41.04,0.020589,4.15e-4,0.509989,-0.103969,3.966328
3,6,119,42.04,0.020592,4.16e-4,0.50999,-0.104063,3.966344
3,6,119,43.04,0.020593,4.15e-4,0.509989,-0.103986,3.966354
3,6,120,43.08,0.020593,4.15e-4,0.509989,-0.103982,3.966354
3,6,120,44.08,0.02059,4.15e-4,0.509989,-0.103974,3.96633
3,6,122,44.16,5.84e-4,1.2e-5,0.509586,-0.017313,3.616954
3,6,122,45.16,6.69e-4,1.3e-5,0.509588,-0.018617,3.619962
3,6,123,45.43,6.93e-4,1.4e-5,0.509588,-0.018968,3.62075
3,6,135,45.88,0.150809,0.003033,0.512607,0.276366,3.252314
3,6,137,46.19,0.152769,0.003071,0.512645,0.281945,3.15443
3,6,138,46.64,0.137678,0.002769,0.512344,0.265834,3.082598
3,6,138,47.64,0.080802,0.001667,0.511242,0.206463,3.186858
3,6,150,48.38,0.145474,0.002926,0.512501,0.276255,3.098189
3,6,150,49.38,0.047199,9.51e-4,0.510526,0.156127,3.273693
3,6,152,49.4,0.046743,9.43e-4,0.510518,0.15543,3.275629
3,6,160,50.38,0.067373,0.001356,0.510931,0.184939,3.308918
3,6,168,51.29,0.059132,0.001192,0.510767,0.170799,3.255952
3,6,169,51.74,0.120819,0.00243,0.512005,0.241646,3.165057
3,6,169,52.74,0.123703,0.002491,0.512065,0.244166,3.204672
3,6,171,53.42,0.125813,0.00253,0.512104,0.245896,3.229477
3,6,172,54,0.129903,0.002613,0.512188,0.24974,3.207771
3,6,173,54.83,0.164651,0.00331,0.512884,0.280969,3.231342
3,6,174,55.82,0.177195,0.003561,0.513135,0.291942,3.299416
3,6,174,56.82,0.178469,0.003593,0.513168,0.290583,3.365181
3,6,177,57.03,0.179603,0.003614,0.513188,0.290952,3.376581
3,6,179,57.99,0.273946,0.005508,0.515083,0.355357,3.454526
3,6,182,58.9,0.583744,0.01163,0.521205,0.518811,4.170567
3,6,183,59.83,0.583204,0.011621,0.521195,0.518605,4.172154
3,6,183,60.83,0.528905,0.0106,0.520175,0.496609,4.317232
3,6,185,61.65,0.484235,0.009668,0.519243,0.476096,4.404697
3,6,186,62,0.463913,0.009292,0.518867,0.466165,4.327755
3,6,188,62.92,0.42278,0.008453,0.518028,0.445618,3.89977
3,6,191,63.42,0.24507,0.004918,0.514493,0.344583,3.903938
3,6,193,64.35,0.288251,0.005778,0.515352,0.376653,3.765051
3,6,194,64.83,0.288251,0.005778,0.515352,0.376653,3.765051
3,6,195,65.14,0.28634,0.005744,0.515318,0.375505,3.763357
3,6,196,65.59,0.202466,0.004069,0.513643,0.314829,3.691637
3,6,196,66.59,0.313093,0.0064,0.515975,0.394642,3.874842
3,6,197,67.03,0.357504,0.007157,0.516731,0.41738,3.931892
3,6,199,67.61,0.305611,0.006146,0.51572,0.388488,3.903942
3,6,199,68.61,0.647844,0.013477,0.523051,0.581978,3.321956
3,6,200,68.92,0.72871,0.01448,0.524055,0.605519,3.266197
3,6,201,69.18,0.654874,0.013034,0.522608,0.579405,3.390841
3,6,201,70.18,0.716895,0.014352,0.523926,0.601346,3.348491
3,6,204,70.48,0.861908,0.017075,0.526649,0.64964,3.20028
3,6,206,71.27,0.860242,0.017045,0.52662,0.649096,3.202209
3,6,208,71.72,0.784641,0.015575,0.525149,0.621931,3.260705
3,6,208,72.72,0.949275,0.019047,0.528622,0.688202,3.184184
3,6,211,73.52,1.116406,0.022002,0.531577,0.742735,3.36552
3,6,212,73.97,1.116405,0.022002,0.531577,0.742737,3.365521
3,6,217,74.84,1.074721,0.021225,0.530799,0.715591,3.056
3,6,218,75.29,0.813513,0.016132,0.525707,0.623083,3.27505
3,6,218,76.29,0.8135,0.016137,0.525712,0.623168,3.275071
3,6,219,76.51,0.809078,0.016067,0.525641,0.621808,3.27717
3,6,219,77.51,0.371122,0.008095,0.51767,0.441243,3.513844
3,6,226,78.24,0.04564,9.21e-4,0.510495,0.149195,3.526804
3,6,226,79.24,0.177991,0.003893,0.513467,0.308129,3.52321
3,6,227,79.89,0.289257,0.005984,0.515559,0.383895,3.515964
3,6,228,80.6,0.269134,0.0054,0.514974,0.366051,3.497021
3,6,228,81.6,0.364729,0.00743,0.517005,0.429781,3.498266
3,6,230,82.14,0.40987,0.0082,0.517775,0.452225,3.464482
3,6,230,83.14,0.217646,0.004408,0.513983,0.333345,3.382871
3,6,239,83.26,0.243883,0.004916,0.51449,0.361635,3.42321
3,6,242,83.79,0.227109,0.004558,0.514132,0.349193,3.068317
3,6,242,84.79,0.209225,0.004217,0.513792,0.336551,3.092625
3,6,243,85.23,0.201956,0.004073,0.513647,0.33109,3.102271
3,6,243,86.23,0.232501,0.004758,0.514333,0.357079,3.077476
3,6,245,86.63,0.354424,0.0071,0.516675,0.437602,2.973291
3,6,246,86.74,0.406173,0.008122,0.517696,0.465988,2.839645
3,6,247,87.46,0.417376,0.008344,0.517918,0.473103,2.711628
3,6,251,88.23,0.580183,0.011609,0.521184,0.548466,2.587304
3,6,252,88.84,1.102013,0.021725,0.531299,0.752524,2.466126
3,6,253,89.13,1.097471,0.02166,0.531235,0.751347,2.467443
3,6,255,89.96,0.674273,0.013419,0.522993,0.586036,2.755886
3,6,257,90.7,0.583331,0.011623,0.521198,0.553969,2.796234
3,6,258,91.45,0.661669,0.013188,0.522762,0.581989,2.749465
3,6,259,92.36,0.22639599999999999,0.004582,0.514157,0.34151,3.315895
3,6,260,92.61,0.138871,0.002796,0.51237,0.267587,3.719658
3,6,262,93.52,0.032943,6.65e-4,0.510239,0.127666,3.638977
3,6,263,93.77,0.070917,0.001428,0.511003,0.188587,3.658602
3,6,265,94.77,0.018075,3.64e-4,0.509939,0.094704,3.624069
3,6,267,95.72,0.016551,3.33e-4,0.509908,0.090591,3.638663
3,6,267,96.72,0.021224,4.29e-4,0.510004,0.102753,3.64306
3,6,268,97.56,0.025964,5.25e-4,0.510099,0.1136,3.646273
3,6,268,98.56,0.090219,0.001833,0.511407,0.212834,3.80975
3,6,270,98.8,0.151269,0.00304,0.512615,0.27449,3.749263
3,6,270,99.8,0.151268,0.003042,0.512617,0.274567,3.749263
3,7,5,0.01,0.627245,0.012486,0.52206,-0.549328,2.84006
3,7,6,0.05,0.626109,0.012472,0.522046,-0.549038,2.840605
3,7,6,1.05,0.504207,0.010542,0.520117,-0.506956,2.901961
3,7,6,2.05,0.373748,0.007821,0.517395,-0.439916,2.953265
3,7,8,2.88,0.077338,0.001557,0.511131,-0.200832,3.670299
3,7,8,3.88,0.061894,0.001265,0.510839,-0.181618,3.654484
3,7,8,4.88,0.047533,9.75e-4,0.510549,-0.160112,3.636632
3,7,8,5.88,0.034652,7.04e-4,0.510278,-0.136747,3.617834
3,7,10,6.31,0.029862,6.02e-4,0.510177,-0.126797,3.610499
3,7,10,7.31,0.038376,8.34e-4,0.510409,-0.149177,3.667368
3,7,11,7.89,0.04157,9.02e-4,0.510477,-0.155405,3.703436
3,7,11,8.89,0.003257,6.8e-5,0.509642,-0.043164,3.604648
3,7,12,9.16,3.2e-4,6e-6,0.509581,-0.013338,3.562175
3,7,12,10.16,0.011562,2.41e-4,0.509816,0.080828,3.425957
3,7,13,10.41,0.018801,3.88e-4,0.509963,0.102327,3.398753
3,7,14,10.79,0.02383,4.95e-4,0.51007,0.1149,3.391991
3,7,14,11.79,0.042711,9.14e-4,0.510489,0.155902,3.314132
3,7,14,12.79,0.067088,0.001454,0.511029,0.196642,3.224669
3,7,14,13.79,0.096375,0.002081,0.511655,0.235571,3.126386
3,7,14,14.79,0.129674,0.002747,0.512321,0.271414,3.021885
3,7,15,15.19,0.17314,0.003769,0.513343,0.318569,2.864354
3,7,19,15.24,0.338367,0.007089,0.516663,0.46393,2.679148
3,7,19,16.24,0.379003,0.00864,0.518215,0.516785,2.181376
3,7,19,17.24,0.381317,0.008382,0.517956,0.516756,1.960232
3,7,26,18.14,0.299726,0.006007,0.515581,0.503263,1.808427
3,7,26,19.14,0.252362,0.005149,0.514724,0.467785,1.882593
3,7,26,20.14,0.203951,0.004127,0.513702,0.421888,1.992105
3,7,29,20.41,0.045858,9.24e-4,0.510498,0.212671,2.751775
3,7,29,21.41,0.022794,4.69e-4,0.510043,0.154543,2.947567
3,7,31,22.28,0.00863,1.74e-4,0.509748,0.096315,3.156579
3,7,32,23.2,0.027555,5.57e-4,0.510131,0.178736,2.888201
3,7,34,23.97,0.019746,3.98e-4,0.509972,0.153386,2.986936
3,7,35,24.45,1.09726,0.023629,0.488053,-0.736667,5.331359
3,7,35,25.45,0.947873,0.020579,0.485003,-0.685981,4.640926
3,7,36,25.69,0.910772,0.019685,0.484108,-0.670633,4.472757
3,7,36,26.69,0.910841,0.019718,0.484141,-0.671177,4.472349
3,7,37,27.58,0.914682,0.019782,0.484205,-0.672237,4.485086
3,7,38,28.03,1.066943,0.022987,0.48741,-0.723661,4.961109
3,7,38,29.03,1.098219,0.023702,0.488125,-0.734735,5.170103
3,7,39,29.87,1.122224,0.024152,0.488575,-0.741866,5.317849
3,7,42,30.32,1.611816,0.034349,0.498773,-0.885214,5.229843
3,7,42,31.32,1.516761,0.033081,0.497505,-0.868874,5.036202
3,7,42,32.32,1.397791,0.030769,0.495192,-0.838354,4.706035
3,7,53,33.27,1.588965,0.033879,0.498303,-0.886491,2.780336
3,7,54,33.36,1.604622,0.034284,0.498708,-0.891185,2.809148
3,7,55,34.14,1.845141,0.03951,0.503933,-0.948056,3.054085
3,7,55,35.14,2.129485,0.044959,0.509383,-1.013801,3.523699
3,7,58,35.2,2.141986,0.04515,0.509574,-1.016053,3.541453
3,7,59,35.64,2.140846,0.04513,0.509553,-1.015737,3.535598
3,7,59,36.64,2.033705,0.043079,0.507503,-0.98516,2.877407
3,7,74,37.43,1.944787,0.041203,0.505627,-0.964038,1.834811
3,7,74,38.43,1.974483,0.04478,0.509204,-1.003862,2.199391
3,7,74,39.43,1.915293,0.044468,0.508892,-1.000488,2.324667
3,7,74,40.43,1.776583,0.040995,0.505418,-0.961496,2.224899
3,7,74,41.43,1.55381,0.033242,0.497666,-0.867761,1.844126
3,7,76,41.46,1.604412,0.0342,0.498624,-0.87712,2.074444
3,7,76,42.46,1.645748,0.03505,0.499474,-0.89713,2.176902
3,7,77,42.48,1.641581,0.034988,0.499412,-0.896481,2.1747
3,7,77,43.48,1.069863,0.023261,0.487685,-0.736396,2.294169
3,7,78,43.5,1.064122,0.02313,0.487554,-0.734457,2.288618
3,7,78,44.5,1.121832,0.026239,0.490663,-0.78275,1.570464
3,7,83,45.47,0.038169,7.69e-4,0.510343,0.180977,4.065427
3,7,87,45.54,0.038622,7.78e-4,0.510352,0.181969,4.067595
3,7,87,46.54,0.032424,6.74e-4,0.510248,0.166836,4.025
3,7,87,47.54,0.026612,5.63e-4,0.510137,0.150603,3.978454
3,7,87,48.54,0.021288,4.52e-4,0.510026,0.133573,3.929183
3,7,87,49.54,0.016537,3.48e-4,0.509922,0.116219,3.878895
3,7,87,50.54,0.012417,2.55e-4,0.50983,0.098952,3.829023
3,7,90,51.22,0.010224,2.06e-4,0.50978,0.088574,3.799005
3,7,92,51.67,0.02019,4.08e-4,0.509982,0.126625,3.894677
3,7,92,52.67,0.047179,0.001029,0.510604,-0.195306,3.110081
3,7,96,53.17,0.141158,0.002849,0.512423,-0.321171,2.892887
3,7,97,53.43,0.16941,0.003622,0.513197,-0.355104,2.841467
3,7,100,54.12,0.246204,0.00494,0.514515,-0.414502,2.856679
3,7,101,54.57,0.302664,0.006064,0.515639,-0.450972,2.74278
3,7,102,55.02,0.308237,0.00618,0.515755,-0.460496,2.792008
3,7,102,56.02,0.237259,0.004958,0.514533,-0.412742,2.898238
3,7,102,57.02,0.169344,0.003592,0.513167,-0.352478,3.003872
3,7,102,58.02,0.109079,0.002267,0.511841,-0.281804,3.111794
3,7,104,58.33,0.092919,0.001904,0.511479,-0.258912,3.14529
3,7,104,59.33,0.068636,0.001393,0.510968,-0.219346,3.164519
3,7,106,59.75,0.059902,0.001206,0.510781,-0.203388,3.175418
3,7,106,60.75,0.069251,0.001432,0.511006,-0.220266,3.151737
3,7,106,61.75,0.079,0.001657,0.511232,-0.235929,3.129071
3,7,106,62.75,0.088988,0.001874,0.511448,-0.250064,3.107262
3,7,106,63.75,0.099061,0.002072,0.511647,-0.262455,3.086139
3,7,106,64.75,0.109073,0.002245,0.51182,-0.272991,3.065564
3,7,108,65.71,0.118416,0.002381,0.511956,-0.281244,3.046475
3,7,109,65.92,0.113243,0.002289,0.511863,-0.275857,3.055807
3,7,110,66.09,0.039171,7.9e-4,0.510364,-0.163951,3.257662
3,7,111,66.99,0.005593,1.13e-4,0.509687,-0.062056,3.433838
3,7,113,67.42,0.007072,1.45e-4,0.50972,0.067973,3.667
3,7,116,68.35,0.015391,3.1e-4,0.509885,-0.095776,3.37329
3,7,116,69.35,0.021092,4.29e-4,0.510003,-0.112669,3.335082
3,7,116,70.35,0.027707,5.65e-4,0.510139,-0.129468,3.293796
3,7,116,71.35,0.035202,7.14e-4,0.510288,-0.145972,3.249415
3,7,124,71.96,0.048199,9.77e-4,0.510552,-0.168267,3.20187
3,7,131,72.28,0.243035,0.004875,0.51445,-0.368703,3.172829
3,7,140,72.56,0.001709,3.4e-5,0.509609,-0.031904,3.489797
3,7,140,73.56,0.056695,0.001193,0.510768,0.186507,3.84109
3,7,141,73.94,0.111665,0.002246,0.511821,0.255748,3.965345
3,7,141,74.94,0.120829,0.002437,0.512012,0.266148,4.047345
3,7,145,75.68,0.039389,7.93e-4,0.510368,0.150561,3.836591
3,7,146,76.6,0.038914,7.84e-4,0.510359,0.149708,3.835601
3,7,151,77.06,0.019718,3.98e-4,0.509972,0.107946,3.773365
3,7,154,77.99,0.00176,3.6e-5,0.50961,0.032329,3.59836
3,7,154,78.99,0.008415,1.72e-4,0.509746,0.070883,3.68295
3,7,154,79.99,0.019815,4.02e-4,0.509977,0.108152,3.783541
3,7,159,80.36,0.001192,2.4e-5,0.509598,0.02652,3.605491
3,7,161,80.94,0.032451,6.54e-4,0.510228,0.134283,3.854269
3,7,161,81.94,0.039458,7.95e-4,0.51037,0.148924,3.942834
3,7,163,82.09,0.021118,4.25e-4,0.51,0.108199,3.797937
3,7,163,83.09,0.02727,5.54e-4,0.510128,0.123372,3.830988
3,7,163,84.09,0.034143,6.93e-4,0.510267,0.138072,3.862311
3,7,168,85.06,0.11179,0.002249,0.511823,0.252364,4.179126
3,7,168,86.06,0.111779,0.002252,0.511826,0.252484,4.179082
3,7,171,86.73,0.111491,0.002243,0.511817,0.251791,4.174307
3,7,172,87.05,0.103327,0.002082,0.511657,0.237007,4.031741
3,7,172,88.05,0.022346,4.96e-4,0.51007,0.115322,3.842683
3,7,182,89.06,0.005505,1.11e-4,0.509686,0.05384,3.744852
3,7,183,89.85,0.025855,5.21e-4,0.510096,0.115866,4.013177
3,7,184,90.32,0.031439,6.39e-4,0.510214,0.128575,4.067251
3,7,184,91.32,0.022734999999999998,4.88e-4,0.510062,0.112736,4.027888
3,7,184,92.32,0.014279,3.07e-4,0.509882,0.089813,3.952701
3,7,184,93.32,0.007335,1.49e-4,0.509724,0.062861,3.847138
3,7,186,93.42,8.38e-4,1.7e-5,0.509591,-0.021028,3.4572
3,7,186,94.42,8.38e-4,1.7e-5,0.509591,-0.021033,3.457201
3,7,190,94.75,8.19e-4,1.7e-5,0.509591,-0.020797,3.458104
3,7,190,95.75,1.3e-5,0,0.509575,0.002632,3.552317
3,7,191,95.98,1.21e-4,3e-6,0.509577,0.008025,3.57468
3,7,191,96.98,0.001146,2.3e-5,0.509598,0.02474,3.644477
3,7,191,97.98,0.003178,6.4e-5,0.509639,0.040918,3.713161
3,7,192,98.15,0.003586,7.2e-5,0.509647,0.043402,3.723836
3,7,192,99.15,0.003101,6.4e-5,0.509639,0.0408,3.714692
3,7,192,100.15,0.002572,5.3e-5,0.509628,0.037014,3.70037
3,7,192,101.15,0.002042,4.1e-5,0.509616,0.032386,3.682183
3,7,193,101.17,0.002742,5.5e-5,0.50963,0.037523,3.704684
3,7,196,101.44,0.169994,0.003416,0.51299,0.285783,4.824432
3,7,196,102.44,0.170002,0.003424,0.512998,0.286098,4.82445
3,7,196,103.44,0.169997,0.003419,0.512994,0.285925,4.82444
3,7,197,103.75,0.169317,0.003403,0.512977,0.28523,4.822204
3,7,198,104.66,0.111774,0.00225,0.511825,0.232104,4.581434
3,7,198,105.66,0.043312,9.18e-4,0.510493,0.148631,4.111363
3,7,198,106.66,0.00513,1.04e-4,0.509679,0.050237,3.69742
3,7,199,106.73,0.004008,8.1e-5,0.509655,0.044274,3.677121
3,7,199,107.73,0.001853,3.8e-5,0.509612,0.03007,3.635816
3,7,199,108.73,5.2e-4,1.1e-5,0.509585,0.015853,3.592466
3,7,199,109.73,8e-6,0,0.509575,0.00191,3.547798
3,7,200,110.1,4.2e-5,1e-6,0.509575,-0.004469,3.526584
3,7,202,110.38,0.02385,4.81e-4,0.510055,-0.105242,3.234504
3,7,202,111.38,0.019364,3.9e-4,0.509965,-0.094373,3.271626
3,7,204,111.55,0.018152,3.66e-4,0.509941,-0.091325,3.27999
3,7,204,112.55,0.005006,1.01e-4,0.509675,0.048101,3.74447
3,7,206,112.57,0.009397,1.89e-4,0.509764,-0.065872,3.284389
3,7,214,112.73,7.86e-4,1.6e-5,0.50959,0.019009,3.590154
3,7,214,113.73,1.44e-4,3e-6,0.509578,-0.008436,3.519218
3,7,214,114.73,0.002997,6.9e-5,0.509643,-0.039726,3.433231
3,7,214,115.73,0.009845,2.34e-4,0.509808,-0.073503,3.334606
3,7,214,116.73,0.020773,4.99e-4,0.510073,-0.107809,3.227666
3,7,214,117.73,0.035351,8.38e-4,0.510412,-0.140407,3.118059
3,7,214,118.73,0.052677,0.001203,0.510778,-0.169185,3.011707
3,7,214,119.73,0.071559,0.00154,0.511115,-0.192622,2.913361
3,7,216,120.5,0.085618,0.001738,0.511312,-0.205705,2.84771
3,7,217,121.31,0.044367,9.01e-4,0.510475,-0.148373,3.010455
3,7,217,122.31,0.054795,0.00115,0.510725,-0.167024,2.94763
3,7,217,123.31,0.064691,0.001357,0.510932,-0.180897,2.898177
3,7,217,124.31,0.073148,0.001481,0.511056,-0.188589,2.866127
3,7,221,124.43,0.002683,5.4e-5,0.509629,0.035726,3.661745
3,7,223,124.62,7.3e-5,2e-6,0.509576,-0.005973,3.523264
3,7,224,124.65,0.018095,3.65e-4,0.50994,-0.092633,3.316148
3,7,224,125.65,0.002782,5.7e-5,0.509632,-0.036707,3.447342
3,7,225,126.35,2.3e-5,0,0.509575,0.003327,3.550399
3,7,225,127.35,7.09e-4,1.5e-5,0.509589,0.018474,3.591466
3,7,226,127.43,8.2e-4,1.7e-5,0.509591,0.019834,3.595217
3,7,226,128.43,0.007294,1.54e-4,0.509729,0.06029,3.718939
3,7,227,129.04,0.014556,3.09e-4,0.509884,0.085518,3.804926
3,7,227,130.04,0.051452,0.00123,0.510805,0.169886,3.940074
3,7,227,131.04,0.098081,0.002151,0.511725,0.224363,3.923559
3,7,230,131.52,0.096162,0.001935,0.511509,0.213618,3.886309
3,7,238,132.35,0.094082,0.001897,0.511471,0.211495,3.881376
3,8,1,0.01,0.041496,8.39e-4,0.510414,0.140517,3.838063
3,8,5,0.62,0.036423,7.34e-4,0.510308,0.13117,3.838994
3,8,6,1.11,0.022466,4.53e-4,0.510027,0.103179,3.79499
3,8,9,1.72,0.003865,7.8e-5,0.509652,0.04281,3.639017
3,8,9,2.72,0.004803,9.7e-5,0.509672,0.047775,3.661846
3,8,12,2.93,0.005123,1.03e-4,0.509678,0.049234,3.666424
3,8,14,3.04,0.010291,2.07e-4,0.509782,0.070135,3.697388
3,8,18,3.47,0.027598,5.56e-4,0.510131,0.114507,3.835755
3,8,18,4.47,0.032716,6.78e-4,0.510253,0.126016,3.867813
3,8,18,5.47,0.038074,8.01e-4,0.510376,0.136622,3.897279
3,8,18,6.47,0.043535,9.19e-4,0.510493,0.145981,3.922604
3,8,18,7.47,0.048954,0.001023,0.510598,0.153826,3.94246
3,8,18,8.47,0.054198,0.001109,0.510684,0.159993,3.95595
3,8,19,9.02,0.060494,0.001222,0.510797,0.167683,3.965442
3,8,21,9.08,0.079028,0.001592,0.511166,0.190312,3.969923
3,8,21,10.08,0.124171,0.00256,0.512134,0.242518,4.195065
3,8,22,10.89,0.161638,0.00325,0.512825,0.274821,4.37027
3,8,23,11.8,0.077904,0.001568,0.511143,0.190314,4.164927
3,8,23,12.8,0.084378,0.001704,0.511278,0.198343,4.207125
3,8,23,13.8,0.091097,0.001838,0.511413,0.206023,4.248538
3,8,29,14.53,0.302009,0.006051,0.515626,0.372543,4.979987
3,8,29,15.53,0.299541,0.006008,0.515583,0.371582,4.938183
3,8,30,16.05,0.298003,0.005973,0.515548,0.370691,4.91487
3,8,30,17.05,0.268196,0.005418,0.514992,0.351193,4.772915
3,8,30,18.05,0.239666,0.004817,0.514391,0.330673,4.615349
3,8,32,18.17,0.23557,0.004729,0.514304,0.327687,4.594555
3,8,32,19.17,0.1379,0.002781,0.512355,0.251403,4.274038
3,8,33,19.26,0.130187,0.002619,0.512193,0.244002,4.243298
3,8,35,20.17,0.073951,0.001489,0.511063,0.18259,3.962644
3,8,36,20.93,0.074022,0.001492,0.511067,0.182808,3.962113
3,8,36,21.93,0.07837,0.001733,0.511308,0.197758,3.888905
3,8,36,22.93,0.075965,0.001673,0.511247,0.195446,3.785703
3,8,37,23.9,0.06804,0.001372,0.510946,0.178349,3.679788
3,8,40,24.66,0.071672,0.001444,0.511018,0.183152,3.677529
3,8,40,25.66,0.015516,3.2e-4,0.509895,0.086232,3.594381
3,8,41,26.15,0.002815,5.7e-5,0.509631,0.036331,3.560755
3,8,42,27.09,7.9e-4,1.6e-5,0.50959,-0.019138,3.537612
3,8,43,27.51,6.45e-4,1.3e-5,0.509587,0.017242,3.542021
3,8,45,27.8,8.96e-4,1.8e-5,0.509593,-0.020298,3.555202
3,8,45,28.8,9e-4,1.8e-5,0.509593,-0.020357,3.555228
3,8,46,29.47,9.03e-4,1.8e-5,0.509593,-0.020378,3.555245
3,8,50,30.4,7.39e-4,1.5e-5,0.509589,-0.018454,3.554009
3,8,52,30.87,0.009981,2.01e-4,0.509776,0.068009,3.486869
3,8,53,31.16,0.007834,1.58e-4,0.509732,0.060276,3.512611
3,8,54,31.32,0.007831,1.58e-4,0.509732,0.060268,3.512556
3,8,55,32.1,0.007453,1.51e-4,0.509725,0.059035,3.508443
3,8,59,32.68,0.002823,5.7e-5,0.509631,-0.036333,3.557239
3,8,64,33.26,0.005081,1.02e-4,0.509677,-0.048756,3.55556
3,8,65,33.61,0.00401,8.1e-5,0.509656,-0.043316,3.55627
3,8,66,34.5,0.111113,0.002235,0.51181,-0.227969,3.592971
3,8,67,34.84,0.091514,0.001842,0.511417,-0.207809,3.561301
3,8,68,35.44,0.054178,0.001093,0.510668,-0.159068,3.563134
3,8,70,36.42,0.075059,0.001512,0.511086,-0.186244,3.567638
3,8,72,36.91,0.107088,0.002154,0.511729,-0.222519,3.657995
3,8,75,37.38,0.071649,0.001442,0.511017,-0.18258,3.695126
3,8,76,37.67,0.071638,0.001442,0.511017,-0.18257,3.695135
3,8,80,38.62,0.070794,0.00143,0.511005,-0.181817,3.698518
3,8,81,39.19,0.023811,4.82e-4,0.510056,-0.106261,3.801678
3,8,82,39.64,0.172204,0.003463,0.513037,-0.285463,4.560756
3,8,82,40.64,0.179947,0.003695,0.51327,-0.297315,4.572368
3,8,83,41.23,0.179748,0.003611,0.513185,-0.296366,4.538285
3,8,84,41.97,0.184997,0.003736,0.51331,-0.301516,4.547709
3,8,85,42.33,0.372679,0.007457,0.517031,-0.428888,4.735994
3,8,89,42.42,0.372166,0.00745,0.517025,-0.428732,4.734244
3,8,96,43.33,0.310778,0.006233,0.515807,-0.395387,4.470246
3,8,96,44.33,0.195988,0.004102,0.513677,-0.320806,4.625904
3,8,102,44.7,0.193237,0.003888,0.513463,-0.311803,4.640198
3,8,103,45.18,0.27644,0.005833,0.515408,-0.379907,4.609565
3,8,104,45.85,0.392581,0.008021,0.517595,-0.443602,4.538255
3,8,105,46.08,0.543796,0.010845,0.52042,-0.517282,4.550483
3,8,108,46.89,0.510235,0.010181,0.519755,-0.505096,4.464524
3,8,110,47.44,0.632188,0.012583,0.522157,-0.562215,4.578002
3,8,110,48.44,0.630098,0.01255,0.522125,-0.566071,4.400158
3,8,111,48.78,0.626656,0.012487,0.522062,-0.566392,4.330484
3,8,116,49.29,0.447274,0.008947,0.518521,-0.47914,4.175028
3,8,116,50.29,0.378305,0.007934,0.517508,-0.448256,4.024441
