Trait,Chromosome,Marker,Position(cM),LOD(H0:H1),R2(H0:H1),TR2(H0:H1),Additive(H1),S1
4,3,93,102.36,1.211205,0.015351,0.55412,-0.728645,4.53359
4,3,93,103.36,1.197191,0.016681,0.55545,-0.760863,5.122917
4,3,93,104.36,0.993626,0.013439,0.552208,-0.683982,7.486838
4,3,94,104.56,0.920039,0.011698,0.550466,-0.63836,8.578264
4,3,95,104.9,0.787159,0.010052,0.548821,-0.594074,7.613085
4,3,96,105.34,0.659643,0.008423,0.547191,-0.538866,6.696179
4,3,97,105.63,0.755605,0.009702,0.54847,-0.576333,7.336749
4,3,97,106.63,0.811459,0.010819,0.549587,-0.604234,7.974048
4,3,97,107.63,0.83551,0.01103,0.549798,-0.607793,8.330279
4,3,98,108.26,0.822348,0.010546,0.549315,-0.593905,8.348284
4,3,99,108.71,0.368635,0.004722,0.54349,-0.39865,6.498607
4,3,99,109.71,0.345196,0.004489,0.543257,-0.389046,6.483928
4,3,99,110.71,0.314127,0.004027,0.542796,-0.368724,6.351102
4,3,100,110.73,0.313454,0.004019,0.542788,-0.368362,6.348441
4,3,100,111.73,0.273011,0.003579,0.542348,-0.347687,6.160939
4,3,101,112.43,0.241012,0.003098,0.541867,-0.323715,5.932203
4,3,101,113.43,0.584609,0.007672,0.546441,-0.510519,6.941393
4,3,102,113.67,0.659466,0.008416,0.547185,-0.534916,7.077501
4,3,102,114.67,0.379717,0.005001,0.54377,-0.41227,5.910107
4,3,103,115.24,0.245725,0.003154,0.541922,-0.327654,5.31795
4,3,103,116.24,0.321843,0.004204,0.542973,-0.378425,5.597079
4,3,104,116.8,0.357798,0.004588,0.543356,-0.39565,5.671505
4,3,104,117.8,0.256926,0.003397,0.542165,-0.339336,5.64273
4,3,105,118.04,0.227908,0.002926,0.541695,-0.314964,5.595659
4,3,105,119.04,0.196526,0.002624,0.541393,-0.300787,5.579777
4,3,106,119.93,0.157493,0.002024,0.540792,-0.266627,5.419432
4,3,106,120.93,0.076224,0.00101,0.539778,-0.187022,4.965453
4,3,107,121.67,0.033779000000000003,4.39e-4,0.539207,-0.122793,4.663976
4,3,107,122.67,0.044782,6.46e-4,0.539414,-0.149642,4.879863
4,3,108,123.38,0.044327,5.71e-4,0.539339,-0.141239,4.945244
4,3,108,124.38,0.001031,1.3e-5,0.538782,-0.021759,4.33905
4,3,109,124.62,9.4e-5,1e-6,0.53877,0.006499,4.216727
4,3,110,125.55,0.001645,2.1e-5,0.53879,0.027459,4.131614
4,3,110,126.55,0.068207,9.07e-4,0.539675,-0.180875,5.038541
4,3,111,126.79,0.10703,0.001376,0.540145,-0.223309,5.243609
4,3,111,127.79,0.193157,0.002509,0.541277,-0.299969,5.606924
4,3,112,128.03,0.213014,0.002735,0.541503,-0.312908,5.661903
4,3,112,129.03,0.156189,0.002024,0.540792,-0.266405,5.41578
4,3,113,129.22,0.148731,0.001921,0.54069,-0.259128,5.359187
4,3,114,129.76,0.295512,0.003789,0.542557,-0.362974,5.184899
4,3,114,130.76,0.210351,0.002722,0.541491,-0.306571,4.851156
4,3,115,131.39,0.163405,0.002101,0.540869,-0.268793,4.662135
4,3,115,132.39,0.1763,0.002321,0.54109,-0.281114,4.878254
4,3,116,132.64,0.176266,0.002266,0.541034,-0.277568,4.912055
4,3,116,133.64,0.410275,0.005325,0.544093,-0.427313,5.467019
4,3,117,133.83,0.462295,0.005949,0.544717,-0.45204,5.50475
4,3,117,134.83,0.97697,0.012542,0.55131,-0.656337,2.916308
4,3,118,134.91,0.995664,0.012661,0.551429,-0.659436,2.860229
4,3,119,135.6,0.432888,0.005542,0.54431,-0.434196,2.999215
4,3,119,136.6,0.613491,0.007999,0.546767,-0.519898,3.09278
4,3,119,137.6,0.80681,0.010366,0.549134,-0.590418,3.219555
4,3,120,137.95,0.874155,0.011125,0.549893,-0.611225,3.253875
4,3,120,138.95,0.91286,0.011892,0.550661,-0.630393,3.018096
4,3,121,139.63,0.90415,0.011502,0.55027,-0.61974,2.830768
4,3,121,140.63,0.821593,0.010753,0.549522,-0.5975,2.900391
4,3,122,141.08,0.756421,0.009639,0.548407,-0.565126,2.9458
4,3,122,142.08,0.71476,0.009194,0.547963,-0.551098,2.979925
4,3,123,142.32,0.699445,0.008925,0.547694,-0.542959,2.966329
4,3,123,143.32,0.742557,0.009607,0.548376,-0.564511,2.752515
4,3,124,143.56,0.739371,0.009423,0.548192,-0.559899,2.705609
4,3,124,144.56,0.768899,0.010084,0.548853,-0.578067,2.846344
4,3,124,145.56,0.77296,0.01007,0.548839,-0.577322,2.984521
4,4,1,0.01,1.05076,0.01339,0.552158,-0.666049,3.181102
4,4,3,0.23,0.587313,0.007594,0.546363,-0.503181,3.09381
4,4,4,0.38,0.695301,0.008869,0.547637,-0.545257,3.071832
4,4,4,1.38,0.636343,0.008223,0.546992,-0.524948,3.062265
4,4,5,2.25,0.577437,0.007395,0.546163,-0.498169,3.023556
4,4,5,3.25,0.563907,0.007255,0.546024,-0.492006,3.005619
4,4,6,3.77,0.546266,0.006984,0.545752,-0.482026,2.973455
4,4,7,3.86,0.491403,0.006295,0.545063,-0.456639,2.987539
4,4,7,4.86,0.542897,0.006992,0.54576,-0.478183,2.997089
4,4,8,5.03,0.549841,0.007043,0.545811,-0.479394,2.99196
4,4,9,5.16,0.568122,0.007257,0.546026,-0.485698,2.941034
4,4,9,6.16,0.570993,0.007489,0.546258,-0.493309,2.942604
4,4,9,7.16,0.565275,0.007473,0.546242,-0.492778,2.92623
4,4,9,8.16,0.550983,0.007204,0.545973,-0.483913,2.892196
4,4,11,8.95,0.535099,0.006852,0.54562,-0.472049,2.854636
4,4,11,9.95,0.571095,0.007445,0.546213,-0.493449,2.647656
4,4,12,10.22,0.588653,0.007563,0.546332,-0.498049,2.603667
4,4,13,10.29,0.701597,0.008949,0.547717,-0.542518,2.602287
4,4,13,11.29,0.502488,0.00676,0.545529,-0.472495,2.878415
4,4,13,12.29,0.302128,0.003964,0.542733,-0.363066,3.366312
4,4,14,12.5,0.266661,0.003423,0.542192,-0.337608,3.48207
4,4,14,13.5,0.429971,0.005697,0.544465,-0.431424,3.307789
4,4,15,14.39,0.577428,0.007375,0.546144,-0.489642,3.184533
4,4,15,15.39,0.596053,0.007702,0.546471,-0.502005,3.248357
4,4,15,16.39,0.608878,0.007838,0.546606,-0.508637,3.260471
4,4,18,16.94,0.785269,0.010002,0.548771,-0.569759,3.31777
4,4,18,17.94,0.67432,0.009002,0.547771,-0.540336,3.499008
4,4,19,18.31,0.629813,0.008551,0.547319,-0.526555,3.5832
4,4,19,19.31,0.329804,0.005057,0.543825,-0.404995,3.952263
4,4,19,20.31,0.09994,0.001638,0.540407,-0.230613,4.323808
4,4,19,21.31,0.0019,2.9e-5,0.538798,-0.03097,4.295525
4,4,19,22.31,0.042492,5.74e-4,0.539343,0.136802,3.905789
4,4,20,22.63,0.07694,9.91e-4,0.53976,0.179808,3.775451
4,4,21,23.3,0.141445,0.001826,0.540595,0.245586,3.667853
4,4,22,23.62,0.147494,0.001912,0.540681,0.253749,3.565579
4,4,22,24.62,0.071235,9.44e-4,0.539713,0.17891,3.683931
4,4,22,25.62,0.020752,2.69e-4,0.539038,0.095988,3.890255
4,4,23,25.8,0.016955,2.19e-4,0.538987,0.08664,3.919236
4,4,24,25.88,0.031593,4.07e-4,0.539175,0.118936,3.824814
4,4,25,26.85,1.57e-4,2e-6,0.538771,0.00845,4.207181
4,4,26,27.78,0.006312,8.1e-5,0.53885,0.054119,4.021844
4,4,26,28.78,0.003889,5e-5,0.538819,0.042368,4.072152
4,4,27,29.3,0.001312,1.7e-5,0.538786,0.024591,4.144391
4,4,28,29.4,0.015406,2e-4,0.538969,-0.084086,4.596114
4,4,29,29.74,0.044541,5.73e-4,0.539342,-0.143503,4.861404
4,4,29,30.74,0.018474,2.45e-4,0.539013,-0.094127,4.642375
4,4,30,31.59,0.004504,5.8e-5,0.538827,-0.046026,4.436307
4,4,30,32.59,0.01648,2.2e-4,0.538989,0.089711,3.854478
4,4,31,32.84,0.029963,3.86e-4,0.539154,0.118717,3.723737
4,4,31,33.84,0.060677,7.88e-4,0.539556,0.167369,3.561278
4,4,32,33.85,0.061917,8.06e-4,0.539575,0.169301,3.552112
4,4,32,34.85,0.241876,0.00344,0.542209,0.350832,2.621099
4,4,33,35.52,0.372631,0.004786,0.543555,0.415531,2.312455
4,4,34,35.86,0.244777,0.003141,0.54191,0.337662,2.694725
4,4,34,36.86,0.200426,0.002684,0.541453,0.315964,2.830171
4,4,34,37.86,0.151711,0.002029,0.540797,0.278861,3.008697
4,4,35,38.55,0.119615,0.001545,0.540314,0.246334,3.153935
4,4,35,39.55,0.240061,0.003259,0.542027,0.359967,2.806567
4,4,35,40.55,0.396724,0.005375,0.544143,0.465404,2.551351
4,4,35,41.55,0.574698,0.007474,0.546242,0.552277,2.381811
4,4,36,41.89,0.677922,0.008754,0.547523,0.597868,2.326092
4,4,37,41.98,0.951767,0.012165,0.550933,0.698194,2.339984
4,4,38,42.04,0.777489,0.009907,0.548675,0.634183,2.432071
4,4,38,43.04,0.855117,0.011179,0.549948,0.674136,2.397469
4,4,39,43.96,0.885781,0.011272,0.550041,0.67977,2.338011
4,4,39,44.96,0.691479,0.00894,0.547708,0.605791,2.361147
4,4,40,45.09,0.660327,0.008424,0.547193,0.588648,2.37368
4,4,40,46.09,0.641636,0.008248,0.547017,0.594737,2.459151
4,4,41,46.34,0.634936,0.008123,0.546892,0.594013,2.460462
4,4,41,47.34,0.707624,0.009774,0.548543,0.661253,3.127884
4,4,42,47.58,0.662654,0.00846,0.547228,0.618806,3.738617
4,4,43,48.51,0.568076,0.007272,0.54604,0.593489,3.922176
4,4,43,49.51,0.381262,0.005028,0.543796,0.50993,3.852078
4,4,44,49.97,0.294558,0.003781,0.542549,0.451083,3.825026
4,4,44,50.97,0.364284,0.004896,0.543664,0.547965,3.971319
4,4,45,51.43,0.377761,0.004842,0.54361,0.56535,3.990737
4,4,45,52.43,0.22257,0.002963,0.541732,0.455678,3.995975
4,4,46,52.7,5.472399,0.084151,0.490342,1.739887,5.356304
4,4,46,53.7,5.707854,0.088167,0.494358,1.787144,5.522894
4,4,47,54.02,5.729728,0.087886,0.494077,1.786998,5.271602
4,4,47,55.02,5.815621,0.091464,0.497655,1.809909,5.821888
4,4,47,56.02,5.789746,0.091262,0.497453,1.801751,5.623435
4,4,47,57.02,5.663806,0.087734,0.493925,1.765291,4.689472
4,4,48,57.32,5.686582,0.088287,0.494478,1.774251,4.093461
4,4,50,57.66,6.820475,0.104497,0.510688,1.963732,3.79586
4,4,51,58.34,5.594539,0.085839,0.49203,1.760757,4.057092
4,4,52,58.9,5.649406,0.087774,0.493965,1.782005,3.638826
4,4,53,59.51,5.995189,0.092374,0.498565,1.845023,4.417763
4,4,55,60.37,8.050623,0.12162,0.527811,2.101062,3.841534
4,4,55,61.37,8.562983,0.132293,0.538484,2.192437,4.542891
4,4,55,62.37,8.727968,0.133243,0.539434,2.197478,4.653994
4,4,55,63.37,8.663003,0.128907,0.535098,2.158224,4.05149
4,4,56,63.62,8.662056,0.127798,0.533989,2.147936,3.930104
4,4,57,63.74,9.011149,0.132048,0.538239,2.182556,4.281949
4,4,58,64.35,8.822007,0.130013,0.536204,2.163204,3.976458
4,4,58,65.35,7.846846,0.121071,0.527262,2.077349,3.83326
4,4,59,65.53,7.442526,0.11213,0.518321,1.997517,4.455797
4,4,60,65.9,6.125079,0.093687,0.499878,1.841939,28.298403
4,4,60,66.9,7.489827,0.121109,0.5273,2.109339,32.016641
4,4,60,67.9,8.058745,0.124686,0.530877,2.145295,33.013749
4,4,61,68.58,8.201971,0.121547,0.527738,2.12271,33.44812
4,4,61,69.58,8.133247,0.121826,0.528017,2.123121,33.491572
4,4,62,69.82,8.029419,0.119323,0.525514,2.102637,31.852583
4,4,62,70.82,7.796535,0.122507,0.528698,2.115403,34.846045
4,4,63,71.53,6.755602,0.10206899999999999,0.50826,1.915974,33.420952
4,4,63,72.53,6.429067,0.100424,0.506614,1.888818,33.152803
4,4,63,73.53,5.916453,0.094045,0.500236,1.815632,31.461052
4,4,64,74.04,0.217532,0.002833,0.541602,0.436372,8.094946
4,4,65,74.08,0.391263,0.005024,0.543792,0.558651,9.919525
4,4,66,74.18,0.436644,0.005611,0.544379,0.583981,10.345409
4,4,66,75.18,0.789195,0.011314,0.550082,0.796517,12.834126
4,4,66,76.18,1.098223,0.014824,0.553593,0.889859,14.294687
4,4,67,76.91,1.261899,0.015987,0.554755,0.912201,14.632225
4,4,68,76.98,1.151793,0.014613,0.553381,0.861873,13.472566
4,4,68,77.98,1.454775,0.018953,0.557722,0.957965,15.468669
4,4,69,78.59,1.56859,0.019774,0.558543,0.970115,15.540233
4,4,69,79.59,1.257819,0.016594,0.555363,0.875359,13.657893
4,4,70,79.96,1.101234,0.014047,0.552815,0.799665,12.086292
4,4,70,80.96,0.980548,0.012749,0.551518,0.746865,11.233694
4,4,71,81.71,0.875098,0.011141,0.54991,0.690084,10.133626
4,4,72,82.64,0.906485,0.011536,0.550305,0.685358,9.994543
4,4,72,83.64,0.980903,0.012654,0.551423,0.709569,10.021705
4,4,73,83.88,0.980659,0.012462,0.55123,0.702987,9.833773
4,4,73,84.88,1.152693,0.014979,0.553748,0.765515,11.091633
4,4,74,85.45,1.216673,0.015444,0.554213,0.774315,11.182208
4,4,74,86.45,1.62835,0.022894,0.561663,0.930007,11.508897
4,4,74,87.45,1.868527,0.024988,0.563757,0.964174,11.580311
4,4,75,88.32,1.983764,0.024878,0.563647,0.957991,11.285913
4,4,76,88.64,1.980694,0.024821,0.56359,0.953176,10.959614
4,4,77,89.57,1.803788,0.02271,0.561478,0.906392,9.922555
4,4,78,90.2,1.743845,0.021947,0.560715,0.894171,8.533697
4,4,78,91.2,1.443373,0.018765,0.557533,0.827585,9.618014
4,4,79,91.27,1.392064,0.017626,0.556394,0.802874,9.805441
4,4,79,92.27,1.089654,0.0147,0.553469,0.731302,8.759657
4,4,80,92.97,0.796424,0.010244,0.54901199999999994,0.608344,7.489274
4,4,81,93.06,0.617787,0.007889,0.546657,0.530786,6.855346
4,4,82,94.04,0.582848,0.007589,0.546358,0.524404,6.893465
4,4,82,95.04,0.453665,0.005989,0.544757,0.462016,6.731903
4,4,83,95.29,0.414514,0.005313,0.544082,0.434663,6.607833
4,4,83,96.29,0.620798,0.008177,0.546946,0.537102,7.49849
4,4,85,96.63,0.67538,0.008658,0.547427,0.552935,7.603753
4,4,86,96.94,0.721933,0.009204,0.547973,0.571667,7.494281
4,4,87,97.53,0.637503,0.008137,0.546906,0.536656,6.933662
4,4,87,98.53,0.829286,0.01065,0.549419,0.607241,7.919965
4,4,88,98.86,0.887337,0.011285,0.550054,0.623426,8.148821
4,4,88,99.86,1.047864,0.013322,0.55209,0.678398,9.113902
4,4,89,99.94,1.059393,0.013454,0.552222,0.68192,9.1694
4,4,89,100.94,1.134347,0.014432,0.553201,0.705466,9.850383
4,4,90,101.03,1.134615,0.014384,0.553152,0.704435,9.848343
4,4,90,102.03,0.969202,0.012463,0.551231,0.650314,8.924078
4,4,91,102.27,0.924208,0.011758,0.550526,0.630664,8.591957
4,4,91,103.27,1.207855,0.016139,0.554908,0.736862,10.060979
4,4,91,104.27,1.414875,0.018122,0.556891,0.779785,10.764924
4,4,92,104.44,1.477536,0.018774,0.557542,0.793036,10.996771
4,4,93,104.55,1.809432,0.022763,0.561532,0.870933,12.523413
4,4,94,104.68,1.800108,0.022716,0.561484,0.870016,12.5286
4,4,94,105.68,1.56918,0.021112,0.55988,0.841259,12.419785
4,4,94,106.68,1.249299,0.016895,0.555663,0.755858,11.19938
4,4,96,107.22,1.052291,0.013589,0.552358,0.680242,10.211694
4,4,96,108.22,0.951464,0.012413,0.551182,0.650759,9.72986
4,4,98,108.98,0.855122,0.01091,0.549678,0.611724,9.030952
4,4,99,109.57,0.739997,0.009507,0.548275,0.569522,8.223379
4,4,100,109.92,0.588801,0.007593,0.546361,0.509584,7.438424
4,4,102,110.86,0.559392,0.007148,0.545916,0.494503,7.316704
4,4,102,111.86,0.444089,0.005779,0.544548,0.443493,6.691247
4,4,103,112.42,0.378354,0.004847,0.543616,0.405835,6.256015
4,4,103,113.42,0.512215,0.006656,0.545425,0.475448,6.85815
4,4,104,113.99,0.583583,0.007464,0.546232,0.50391,7.083614
4,4,105,114.79,0.531447,0.006907,0.545676,0.484775,7.221848
4,4,105,115.79,0.603365,0.007873,0.546642,0.517668,7.516164
4,4,106,116.79,0.668861,0.008629,0.547398,0.54214,7.75858
4,4,107,117.48,0.513105,0.006559,0.545328,0.472706,7.349632
4,4,108,118.21,0.421404,0.005417,0.544185,0.426869,6.811215
4,4,108,119.21,0.394308,0.005278,0.544047,0.420275,6.422965
4,4,108,120.21,0.351993,0.004666,0.543435,0.394502,5.921106
4,4,109,120.59,0.332259,0.00434,0.543109,0.380385,5.716858
4,4,110,121.02,0.265538,0.003431,0.5422,0.338846,5.329136
4,4,111,121.29,0.300571,0.003856,0.542625,0.360983,5.229588
4,4,111,122.29,0.252094,0.003327,0.542095,0.33948,5.210107
4,4,112,122.67,0.225413,0.002896,0.541664,0.318599,5.14333
4,4,112,123.67,0.110867,0.001549,0.540317,0.232019,4.852232
4,4,112,124.67,0.031398,4.63e-4,0.539231,0.126423,4.551504
4,4,112,125.67,2.09e-4,3e-6,0.538772,0.0103,4.267648
4,4,112,126.67,0.021019,2.99e-4,0.539068,-0.101135,4.026412
4,4,112,127.67,0.085468,0.001125,0.539893,-0.195808,3.843027
4,4,115,127.94,0.097724,0.001269,0.540038,-0.208389,3.807434
4,4,116,128.25,0.025262,3.25e-4,0.539094,-0.104583,4.549968
4,4,116,129.25,0.064355,8.69e-4,0.539638,-0.171012,4.767833
4,4,117,130.12,0.104802,0.001348,0.540117,-0.213292,4.909993
4,4,117,131.12,0.051488,7.02e-4,0.539471,-0.153205,4.680074
4,4,118,131.89,0.02294,3.02e-4,0.53907,-0.100164,4.505036
4,4,119,132.04,0.058955,7.68e-4,0.539537,-0.159609,4.687768
4,4,120,132.76,0.005385,6.9e-5,0.538838,-0.048072,4.339577
4,4,121,132.81,0.004583,5.9e-5,0.538828,-0.044287,4.33008
4,4,121,133.81,6.27e-4,8e-6,0.538777,-0.016499,4.272796
4,4,122,134.47,5e-6,0,0.538769,0.001526,4.241751
4,4,122,135.47,0.004298,5.5e-5,0.538824,-0.043609,4.322857
4,4,123,135.51,0.004377,5.6e-5,0.538825,-0.044041,4.323477
4,4,124,135.72,0.001501,1.9e-5,0.538788,-0.025777,4.285971
4,5,1,0.01,0.037235,4.8e-4,0.539248,0.125293,3.725021
4,5,1,1.01,0.083969,0.001091,0.539859,0.189111,3.538301
4,5,2,1.15,0.085488,0.001102,0.539871,0.190122,3.535115
4,5,3,1.25,0.045073,5.8e-4,0.539349,0.13747500000000001,3.68366
4,5,3,2.25,0.041069,5.44e-4,0.539312,0.132975,3.689674
4,5,3,3.25,0.036107,4.74e-4,0.539243,0.124366,3.707063
4,5,4,3.61,0.034017,4.44e-4,0.539212,0.120397,3.718781
4,5,5,3.87,0.025728,3.35e-4,0.539103,0.104526,3.837449
4,5,6,4.86,0.01831,2.37e-4,0.539005,0.087382,3.93302
4,5,7,5.54,0.019891,2.56e-4,0.539024,0.09081,3.905907
4,5,8,6.46,0.010577,1.36e-4,0.538905,0.066685,3.966282
4,5,8,7.46,0.02432,3.18e-4,0.539087,0.102111,3.784674
4,5,9,7.7,0.028171,3.63e-4,0.539131,0.109137,3.744869
4,5,9,8.7,0.078048,0.001029,0.539798,0.183843,3.492594
4,5,10,9.43,0.126662,0.001638,0.540406,0.232077,3.354042
4,5,10,10.43,0.172989,0.002252,0.541021,0.272138,3.112708
4,5,11,10.52,0.176446,0.002278,0.541046,0.27368,3.098805
4,5,11,11.52,0.298085,0.003896,0.542664,0.356471,2.845602
4,5,12,11.88,0.341653,0.004378,0.543147,0.377682,2.78118
4,5,13,12.81,0.448124,0.005736,0.544504,0.434952,2.715168
4,5,13,13.81,0.548572,0.00727,0.546038,0.491462,2.593634
4,5,13,14.81,0.635804,0.00831,0.547079,0.528094,2.494682
4,5,14,15.13,0.65879,0.008517,0.547286,0.535609,2.461599
4,5,15,15.55,0.637969,0.008263,0.547031,0.527838,2.450187
4,5,15,16.55,1.056577,0.014034,0.552803,0.694464,1.912685
4,5,16,16.93,1.173265,0.014872,0.55364,0.717589,1.821453
4,5,16,17.93,1.39464,0.018347,0.557116,0.793298,2.093647
4,5,18,18.48,1.47392,0.019185,0.557953,0.810595,2.226517
4,5,18,19.48,1.227663,0.016061,0.554829,0.743777,2.45062
4,5,19,19.74,1.13634,0.014402,0.553171,0.704614,2.574749
4,5,20,20.68,0.992952,0.012614,0.551383,0.652648,2.781156
4,5,21,21.35,0.888406,0.011298,0.550066,0.623958,2.864411
4,5,21,22.35,0.736831,0.009503,0.548272,0.574962,2.891508
4,5,22,22.9,0.650376,0.008307,0.547075,0.540034,2.884202
4,5,22,23.9,0.616548,0.008143,0.546912,0.538021,2.960156
4,5,22,24.9,0.551342,0.007113,0.545881,0.507551,3.062578
4,5,23,25.04,0.538239,0.006909,0.545678,0.501104,3.09857
4,5,24,25.56,0.301922,0.003983,0.542752,0.383793,5.443525
4,5,24,26.56,0.445817,0.005923,0.544692,0.4762,5.785975
4,5,26,26.88,0.487748,0.006391,0.54516,0.497652,5.848684
4,5,26,27.88,0.335101,0.004459,0.543228,0.424276,5.445903
4,5,27,28.58,0.234539,0.003011,0.54178,0.354824,5.110562
4,5,28,29.22,0.31452,0.004033,0.542801,0.406876,5.383553
4,5,28,30.22,0.310375,0.004064,0.542832,0.409368,5.359632
4,5,29,31.06,0.300372,0.003857,0.542625,0.400006,5.247209
4,5,30,31.74,0.557938,0.007128,0.545896,0.550027,6.180354
4,5,31,32.67,0.513192,0.006566,0.545335,0.527867,5.959757
4,5,32,33.46,0.750258,0.009567,0.548335,0.648456,6.964196
4,5,32,34.46,0.995476,0.012868,0.551636,0.752107,8.037097
4,5,33,34.77,1.054416,0.013387,0.552156,0.767555,8.165774
4,5,33,35.77,1.166639,0.015381,0.554149,0.814135,8.465382
4,5,33,36.77,1.196682,0.015171,0.553939,0.804545,8.189519
4,5,34,36.8,1.193798,0.015121,0.55389,0.803158,8.172142
4,5,34,37.8,0.915008,0.012143,0.550911,0.716502,7.360105
4,5,34,38.8,0.630674,0.008309,0.547078,0.59014200000000006,6.411418
4,5,35,39.23,0.477429,0.006187,0.544955,0.510084,5.939031
4,5,37,39.29,0.265278,0.003406,0.542175,0.386053,5.304031
4,5,37,40.29,0.238297,0.003359,0.542127,0.384584,5.601527
4,5,37,41.29,0.196397,0.002886,0.541655,0.35789,5.830284
4,5,37,42.29,0.143655,0.001999,0.540768,0.299251,5.906331
4,5,38,42.84,0.114453,0.001472,0.540241,0.257583,5.849288
4,5,38,43.84,0.068025,9.22e-4,0.53969,0.205428,5.433715
4,5,39,44.65,0.035406,4.68e-4,0.539236,0.147688,5.02436
4,5,39,45.65,0.017958,2.37e-4,0.539006,0.106205,4.783501
4,5,40,46.18,0.010684,1.4e-4,0.538909,0.082179,4.652419
4,5,41,47.07,1.861977,0.027795,0.479309,0.977413,5.183761
4,5,41,48.07,2.26021,0.03388,0.485393,1.086032,7.068417
4,5,42,48.32,2.33132,0.034566,0.48608,1.098852,7.269756
4,5,42,49.32,2.135993,0.032057,0.48357,1.055644,6.158896
4,5,43,49.57,2.080861,0.031076,0.482589,1.038181,5.648522
4,5,44,50.51,2.69212,0.039864,0.491377,1.175852,6.018488
4,5,45,51.44,3.268462,0.047853,0.499366,1.285434,5.259037
4,5,47,52.36,5.154605,0.073502,0.525016,1.580097,3.105826
4,5,47,53.36,5.333465,0.076398,0.527912,1.604495,3.570794
4,5,47,54.36,5.477887,0.077981,0.529495,1.616726,3.622806
4,5,48,54.69,5.518888,0.078297,0.529811,1.618889,3.569294
4,5,49,54.94,5.520763,0.078359,0.529872,1.619437,3.572926
4,5,51,55.82,5.515861,0.078412,0.529926,1.618148,3.640322
4,5,51,56.82,6.177452,0.088478,0.539992,1.716966,4.648356
4,5,54,57.13,6.20809,0.087253,0.538767,1.704966,4.244012
4,5,55,57.53,6.202821,0.087208,0.538721,1.704459,4.241006
4,5,55,58.53,5.577647,0.079782,0.531296,1.626119,3.255455
4,5,56,58.82,5.355297,0.076176,0.527689,1.589503,2.683692
4,5,56,59.82,4.689871,0.069044,0.520558,1.511433,2.214396
4,5,57,59.93,4.584753,0.067392,0.518906,1.493621,2.100105
4,5,57,60.93,2.700087,0.041692,0.493206,1.172876,3.427206
4,5,59,60.99,2.545648,0.037663,0.489177,1.115268,4.251742
4,5,59,61.99,2.98414,0.045174,0.496688,1.21839,5.276633
4,5,60,62.59,3.109406,0.045623,0.497136,1.225117,5.228223
4,5,60,63.59,3.215039,0.047585,0.499099,1.259815,5.414571
4,5,61,63.62,3.213781,0.047524,0.499038,1.259367,5.402604
4,5,61,64.62,3.178935,0.047314,0.498827,1.258538,5.693393
4,5,62,65.14,3.100835,0.045484,0.496998,1.23636,5.372864
4,5,62,66.14,2.677123,0.039962,0.491476,1.164355,4.31721
4,5,63,66.45,2.523622,0.037323,0.488837,1.128387,3.780184
4,5,63,67.45,2.570924,0.038381,0.489895,1.157372,4.069831
4,5,64,67.69,0.001365,1.8e-5,0.538786,0.032663,4.360337
4,5,64,68.69,0.065533,8.65e-4,0.539634,0.222405,3.984722
4,5,65,68.75,0.068821,8.85e-4,0.539654,0.224822,3.950175
4,5,66,69.67,0.047017,6.08e-4,0.539377,0.192144,3.96493
4,5,67,69.92,0.111236,0.001443,0.540212,0.286537,3.847229
4,5,67,70.92,0.127219,0.001748,0.540516,0.304608,3.868248
4,5,67,71.92,0.135973,0.001846,0.540614,0.303924,3.8849
4,5,68,72.63,0.138853,0.001812,0.540581,0.29567,3.883656
4,5,68,73.63,0.231326,0.003207,0.541976,0.391996,3.307341
4,5,69,74,0.244199,0.003134,0.541903,0.388238,3.221855
4,5,69,75,0.137178,0.00181,0.540579,0.288011,3.373787
4,5,70,75.68,0.079883,0.001028,0.539797,0.214092,3.521088
4,5,70,76.68,0.017937,2.37e-4,0.539005,0.100098,3.884019
4,5,71,76.92,0.009764,1.26e-4,0.538894,0.07261,3.978361
4,5,72,77.54,0.00775,1e-4,0.538868,0.065198999999999993,4.002102
4,5,73,78.48,0.0289,3.72e-4,0.53914,0.125461,3.792159
4,5,73,79.48,0.040526,5.22e-4,0.539291,0.146193,3.753014
4,5,74,79.73,0.043208,5.56e-4,0.539324,0.150348,3.744927
4,5,74,80.73,0.016427,2.16e-4,0.538984,0.093294,3.897357
4,5,75,81.3,0.006715,8.6e-5,0.538855,0.058954,4.009924
4,5,75,82.3,0.006655,8.9e-5,0.538858,0.060015,4.036142
4,5,76,82.95,0.006724,8.7e-5,0.538855,0.059219,4.058197
4,5,77,83.64,0.087948,0.001131,0.539899,0.210598,3.737107
4,5,78,84.26,0.120401,0.001549,0.540318,0.24465,3.688122
4,5,79,85.19,0.170949,0.002197,0.540966,0.292758,3.60234
4,5,79,86.19,0.021602,2.89e-4,0.539058,0.106101,3.910205
4,5,80,86.5,0.004067,5.3e-5,0.538822,0.045622,4.085452
4,5,81,86.9,0.001841,2.4e-5,0.538793,0.030665,4.135862
4,5,82,87.8,0.050712,6.52e-4,0.539421,0.157484,3.707301
4,5,82,88.8,0.042532,5.6e-4,0.539328,0.145473,3.742221
4,5,82,89.8,0.034723,4.63e-4,0.539231,0.131933,3.779662
4,5,82,90.8,0.027479,3.66e-4,0.539135,0.117224,3.820345
4,5,82,91.8,0.020965,2.76e-4,0.539045,0.101754,3.864714
